id,houses,features,constraints,solution
lgp-test-3x5-36,3,"{'name': ['Peter', 'Arnold', 'Eric'], 'education': ['associate', 'high school', 'bachelor'], 'lunch': ['spaghetti', 'grilled cheese', 'pizza'], 'cigar': ['prince', 'pall mall', 'blue master'], 'pet': ['cat', 'dog', 'fish']}","['The person partial to Pall Mall is in the third house.', 'The person who smokes Blue Master is not in the second house.', ""The person with an associate's degree is in the second house."", 'The person who loves the spaghetti eater is Arnold.', 'The person who has a cat is the person who is a pizza lover.', 'The person partial to Pall Mall is somewhere to the right of the person who owns a dog.', 'Peter is not in the third house.', ""The person with a bachelor's degree is directly left of Eric."", 'The person who has a cat is not in the first house.']","{'header': array(['House', 'Name', 'Education', 'Food', 'Cigar', 'Pet'], dtype=object), 'rows': array([array(['1', 'Peter', 'bachelor', 'grilled cheese', 'blue master', 'dog'],
             dtype=object)                                                      ,
       array(['2', 'Eric', 'associate', 'pizza', 'prince', 'cat'], dtype=object),
       array(['3', 'Arnold', 'high school', 'spaghetti', 'pall mall', 'fish'],
             dtype=object)                                                    ],
      dtype=object)}"
lgp-test-3x2-6,3,"{'name': ['Arnold', 'Peter', 'Eric'], 'color': ['white', 'red', 'yellow']}","['Eric is directly left of the person whose favorite color is red.', 'Peter is not in the second house.', 'The person who loves white is in the third house.']","{'header': array(['House', 'Name', 'Color'], dtype=object), 'rows': array([array(['1', 'Eric', 'yellow'], dtype=object),
       array(['2', 'Arnold', 'red'], dtype=object),
       array(['3', 'Peter', 'white'], dtype=object)], dtype=object)}"
lgp-test-6x4-8,6,"{'name': ['Bob', 'Alice', 'Carol', 'Arnold', 'Eric', 'Peter'], 'smoothie': ['dragonfruit', 'watermelon', 'blueberry', 'lime', 'desert', 'cherry'], 'education': ['high school', 'doctorate', 'master', 'associate', 'trade school', 'bachelor'], 'models': ['ford f150', 'honda civic', 'chevrolet silverado', 'bmw 3 series', 'toyota camry', 'tesla model 3']}","['The person who owns a Chevrolet Silverado is directly left of the person who likes Cherry smoothies.', 'The person who owns a Toyota Camry is not in the first house.', 'The person who owns a BMW 3 Series is directly left of the person who owns a Ford F-150.', 'The Desert smoothie lover is the person who attended trade school.', ""The person with an associate's degree is somewhere to the left of the person who drinks Lime smoothies."", 'Alice is directly left of Eric.', ""The person with a bachelor's degree is in the sixth house."", 'Bob is the person who owns a Chevrolet Silverado.', ""The person with an associate's degree is somewhere to the right of the person who drinks Blueberry smoothies."", 'The Dragonfruit smoothie lover is somewhere to the left of the person who drinks Blueberry smoothies.', 'The person who drinks Lime smoothies is the person who owns a BMW 3 Series.', ""Eric is somewhere to the right of the person with a master's degree."", 'The person with a high school diploma is in the first house.', 'The person with a doctorate is Peter.', 'The person who drinks Blueberry smoothies is directly left of the Desert smoothie lover.', 'Carol is not in the fourth house.', ""The person who owns a Tesla Model 3 and the person with a master's degree are next to each other.""]","{'header': array(['House', 'Name', 'Smoothie', 'Education', 'CarModel'], dtype=object), 'rows': array([array(['1', 'Carol', 'dragonfruit', 'high school', 'honda civic'],
             dtype=object)                                               ,
       array(['2', 'Peter', 'blueberry', 'doctorate', 'toyota camry'],
             dtype=object)                                            ,
       array(['3', 'Bob', 'desert', 'trade school', 'chevrolet silverado'],
             dtype=object)                                                 ,
       array(['4', 'Arnold', 'cherry', 'associate', 'tesla model 3'],
             dtype=object)                                           ,
       array(['5', 'Alice', 'lime', 'master', 'bmw 3 series'], dtype=object),
       array(['6', 'Eric', 'watermelon', 'bachelor', 'ford f150'], dtype=object)],
      dtype=object)}"
lgp-test-5x2-11,5,"{'name': ['Peter', 'Arnold', 'Bob', 'Eric', 'Alice'], 'sports': ['tennis', 'baseball', 'swimming', 'basketball', 'soccer']}","['The person who loves tennis is somewhere to the right of Arnold.', 'Alice is the person who loves baseball.', 'Eric is somewhere to the left of the person who loves basketball.', 'The person who loves baseball is somewhere to the left of the person who loves swimming.', 'Eric is directly left of the person who loves baseball.', 'The person who loves basketball is somewhere to the left of Arnold.', 'Bob is not in the fifth house.']","{'header': array(['House', 'Name', 'FavoriteSport'], dtype=object), 'rows': array([array(['1', 'Eric', 'soccer'], dtype=object),
       array(['2', 'Alice', 'baseball'], dtype=object),
       array(['3', 'Bob', 'basketball'], dtype=object),
       array(['4', 'Arnold', 'swimming'], dtype=object),
       array(['5', 'Peter', 'tennis'], dtype=object)], dtype=object)}"
lgp-test-5x4-31,5,"{'name': ['Alice', 'Bob', 'Arnold', 'Eric', 'Peter'], 'vacation': ['cruise', 'city', 'camping', 'beach', 'mountain'], 'child': ['Bella', 'Samantha', 'Fred', 'Meredith', 'Timothy'], 'nationalities': ['dane', 'norwegian', 'brit', 'german', 'swede']}","['The Norwegian is Peter.', ""The Swedish person is the person's child is named Bella."", ""The person who loves beach vacations is directly left of the person's child is named Samantha."", ""The person's child is named Bella is not in the second house."", 'Alice is the British person.', 'The person who likes going on cruises is in the first house.', ""The person's child is named Meredith is in the fourth house."", 'Eric is not in the fifth house.', 'The Swedish person is somewhere to the right of the Norwegian.', ""There is one house between the person's child is named Fred and the person who prefers city breaks."", 'Bob is the person who enjoys camping trips.', 'The Dane is in the fifth house.', 'The person who enjoys camping trips is not in the fifth house.']","{'header': array(['House', 'Name', 'Vacation', 'Children', 'Nationality'],
      dtype=object), 'rows': array([array(['1', 'Peter', 'cruise', 'Fred', 'norwegian'], dtype=object),
       array(['2', 'Bob', 'camping', 'Timothy', 'german'], dtype=object),
       array(['3', 'Eric', 'city', 'Bella', 'swede'], dtype=object),
       array(['4', 'Alice', 'beach', 'Meredith', 'brit'], dtype=object),
       array(['5', 'Arnold', 'mountain', 'Samantha', 'dane'], dtype=object)],
      dtype=object)}"
lgp-test-4x5-11,4,"{'name': ['Eric', 'Peter', 'Arnold', 'Alice'], 'genres': ['science fiction', 'fantasy', 'romance', 'mystery'], 'smoothie': ['dragonfruit', 'watermelon', 'desert', 'cherry'], 'colors': ['red', 'black', 'brown', 'blonde']}","['The person who has red hair is not in the third house.', 'There is one house between Eric and the person who likes Cherry smoothies.', 'The person who loves science fiction books is Peter.', 'The person who loves fantasy books is Alice.', 'The Dragonfruit smoothie lover is the person who loves pop music.', 'The Dragonfruit smoothie lover is the person who has red hair.', 'The Watermelon smoothie lover is somewhere to the right of the person who loves classical music.', 'The person who has black hair is the person who likes Cherry smoothies.', 'There is one house between the person who loves pop music and the person who loves fantasy books.', 'The person who loves romance books is somewhere to the right of the person who loves jazz music.', 'The person who has red hair is directly left of the person who has black hair.', 'The person who has brown hair and the Dragonfruit smoothie lover are next to each other.', 'The person who loves science fiction books is the Dragonfruit smoothie lover.']","{'header': array(['House', 'Name', 'MusicGenre', 'Smoothie', 'HairColor',
       'BookGenre'], dtype=object), 'rows': array([array(['1', 'Eric', 'jazz', 'desert', 'brown', 'mystery'], dtype=object),
       array(['2', 'Peter', 'pop', 'dragonfruit', 'red', 'science fiction'],
             dtype=object)                                                  ,
       array(['3', 'Arnold', 'classical', 'cherry', 'black', 'romance'],
             dtype=object)                                              ,
       array(['4', 'Alice', 'rock', 'watermelon', 'blonde', 'fantasy'],
             dtype=object)                                             ],
      dtype=object)}"
lgp-test-3x3-19,3,"{'name': ['Eric', 'Arnold', 'Peter'], 'smoothie': ['desert', 'watermelon', 'cherry'], 'genres': ['science fiction', 'romance', 'mystery']}","['The person who likes Cherry smoothies is somewhere to the left of the person who loves mystery books.', 'Arnold is the person who loves mystery books.', 'The person who loves science fiction books is not in the first house.', 'The Desert smoothie lover is directly left of the person who loves mystery books.', 'Peter is in the first house.']","{'header': array(['House', 'Name', 'Smoothie', 'BookGenre'], dtype=object), 'rows': array([array(['1', 'Peter', 'cherry', 'romance'], dtype=object),
       array(['2', 'Eric', 'desert', 'science fiction'], dtype=object),
       array(['3', 'Arnold', 'watermelon', 'mystery'], dtype=object)],
      dtype=object)}"
lgp-test-2x5-33,2,"{'name': ['Eric', 'Arnold'], 'animals': ['cat', 'horse'], 'heights': ['short', 'very short'], 'genres': ['science fiction', 'mystery'], 'vacation': ['mountain', 'beach']}","['The person who loves beach vacations is directly left of Eric.', 'The person who loves beach vacations and the person who is very short are next to each other.', 'The cat lover is the person who is short.', 'The person who is short is the person who loves mystery books.']","{'header': array(['House', 'Name', 'Animal', 'Height', 'BookGenre', 'Vacation'],
      dtype=object), 'rows': array([array(['1', 'Arnold', 'cat', 'short', 'mystery', 'beach'], dtype=object),
       array(['2', 'Eric', 'horse', 'very short', 'science fiction', 'mountain'],
             dtype=object)                                                       ],
      dtype=object)}"
lgp-test-6x3-12,6,"{'name': ['Peter', 'Alice', 'Arnold', 'Eric', 'Carol', 'Bob'], 'drink': ['water', 'milk', 'root beer', 'tea', 'coffee', 'boba tea'], 'occupation': ['artist', 'doctor', 'teacher', 'engineer', 'nurse', 'lawyer']}","['The person who is a lawyer is somewhere to the left of the one who only drinks water.', 'The boba tea drinker is Alice.', 'Arnold is directly left of the coffee drinker.', 'Peter and the person who is an artist are next to each other.', 'Arnold is the person who is a nurse.', 'Carol is not in the first house.', 'The person who is a teacher is somewhere to the right of the person who is a doctor.', 'The root beer lover is somewhere to the left of the tea drinker.', 'The person who is a lawyer is Carol.', 'Bob is the one who only drinks water.', 'Eric is not in the fourth house.', 'The tea drinker is not in the sixth house.', 'The person who is a teacher is the root beer lover.', 'The one who only drinks water is somewhere to the left of Alice.']","{'header': array(['House', 'Name', 'Drink', 'Occupation'], dtype=object), 'rows': array([array(['1', 'Arnold', 'milk', 'nurse'], dtype=object),
       array(['2', 'Carol', 'coffee', 'lawyer'], dtype=object),
       array(['3', 'Bob', 'water', 'doctor'], dtype=object),
       array(['4', 'Peter', 'root beer', 'teacher'], dtype=object),
       array(['5', 'Eric', 'tea', 'artist'], dtype=object),
       array(['6', 'Alice', 'boba tea', 'engineer'], dtype=object)],
      dtype=object)}"
lgp-test-2x3-23,2,"{'name': ['Eric', 'Arnold'], 'child': ['Bella', 'Fred'], 'lunch': ['grilled cheese', 'pizza']}","['The person who is a pizza lover is Arnold.', ""The person who loves eating grilled cheese is directly left of the person's child is named Fred.""]","{'header': array(['House', 'Name', 'Children', 'Food'], dtype=object), 'rows': array([array(['1', 'Eric', 'Bella', 'grilled cheese'], dtype=object),
       array(['2', 'Arnold', 'Fred', 'pizza'], dtype=object)],
      dtype=object)}"
